neighbourhood_cleansed,month,avg_monthly_price,listing_count
DUMBO,2,8346.0,15.0
DUMBO,3,9615.0,12.0
DUMBO,4,9698.0,15.0
DUMBO,5,10042.5,12.0
DUMBO,6,10335.0,14.0
DUMBO,7,10288.0,15.0
DUMBO,8,10058.0,15.0
DUMBO,9,9651.43,14.0
DUMBO,10,9842.14,14.0
DUMBO,11,8115.0,16.0
DUMBO,12,7644.38,16.0
Ditmars Steinway,1,3512.17,83.0
Ditmars Steinway,2,3813.96,91.0
Ditmars Steinway,3,2913.66,82.0
Ditmars Steinway,4,3481.14,105.0
Ditmars Steinway,5,3575.66,106.0
Ditmars Steinway,6,3658.27,104.0
Ditmars Steinway,7,3716.29,105.0
Ditmars Steinway,8,3764.71,102.0
Ditmars Steinway,9,3302.02,89.0
Ditmars Steinway,10,4055.82,98.0
Ditmars Steinway,11,3819.0,90.0
Ditmars Steinway,12,3700.52,97.0
Dongan Hills,1,4980.0,3.0
Dongan Hills,2,4980.0,3.0
Dongan Hills,3,4980.0,3.0
Dongan Hills,4,4440.0,3.0
Dongan Hills,5,4480.0,3.0
Dongan Hills,6,6480.0,2.0
Dongan Hills,7,4940.0,3.0
Dongan Hills,8,4920.0,3.0
Dongan Hills,9,4900.0,3.0
Dongan Hills,10,4940.0,3.0
Dongan Hills,11,4940.0,3.0
Dongan Hills,12,5020.0,3.0
Douglaston,1,4050.0,2.0
Douglaston,2,4050.0,2.0
Douglaston,3,2467.5,4.0
Douglaston,4,5100.0,3.0
Douglaston,5,5100.0,3.0
Douglaston,6,5100.0,3.0
Douglaston,7,4245.0,4.0
Douglaston,8,3900.0,2.0
Douglaston,9,3900.0,2.0
Douglaston,10,3900.0,2.0
Douglaston,11,3900.0,2.0
Douglaston,12,4050.0,2.0
Downtown Brooklyn,1,7540.0,30.0
Downtown Brooklyn,2,7445.36,28.0
Downtown Brooklyn,3,8386.55,29.0
Downtown Brooklyn,4,7743.0,20.0
Downtown Brooklyn,5,8232.27,22.0
Downtown Brooklyn,6,8522.4,25.0
Downtown Brooklyn,7,7960.38,26.0
Downtown Brooklyn,8,8278.7,23.0
Downtown Brooklyn,9,8178.0,20.0
Downtown Brooklyn,10,8302.5,24.0
Downtown Brooklyn,11,7658.75,24.0
Downtown Brooklyn,12,7013.57,28.0
Dyker Heights,1,3275.45,11.0
Dyker Heights,2,3294.55,11.0
Dyker Heights,3,3323.33,9.0
Dyker Heights,4,3060.0,11.0
Dyker Heights,5,3076.67,9.0
Dyker Heights,6,3242.73,11.0
Dyker Heights,7,3278.18,11.0
Dyker Heights,8,3032.5,12.0
Dyker Heights,9,3022.5,12.0
Dyker Heights,10,3057.5,12.0
Dyker Heights,11,3237.27,11.0
Dyker Heights,12,3259.09,11.0
East Elmhurst,1,3968.3,112.0
East Elmhurst,2,3562.09,91.0
East Elmhurst,3,3370.97,93.0
East Elmhurst,4,4039.49,137.0
East Elmhurst,5,3901.32,136.0
East Elmhurst,6,4214.74,114.0
East Elmhurst,7,4253.5,120.0
East Elmhurst,8,4310.17,116.0
East Elmhurst,9,4178.04,112.0
East Elmhurst,10,3995.84,113.0
East Elmhurst,11,4077.27,110.0
East Elmhurst,12,4676.87,115.0
East Flatbush,1,3533.19,317.0
East Flatbush,2,3514.57,335.0
East Flatbush,3,3507.04,304.0
East Flatbush,4,3394.0,390.0
East Flatbush,5,3375.37,363.0
East Flatbush,6,3416.22,357.0
East Flatbush,7,3453.04,326.0
East Flatbush,8,3504.62,340.0
East Flatbush,9,3185.14,315.0
East Flatbush,10,3456.19,320.0
East Flatbush,11,3081.65,291.0
East Flatbush,12,3420.19,323.0
East Harlem,1,3780.49,369.0
East Harlem,2,3923.14,376.0
East Harlem,3,4131.86,361.0
East Harlem,4,4114.59,386.0
East Harlem,5,4059.02,376.0
East Harlem,6,4247.49,362.0
East Harlem,7,4260.55,382.0
East Harlem,8,4438.98,384.0
East Harlem,9,4326.63,389.0
East Harlem,10,4319.45,383.0
East Harlem,11,4315.95,370.0
East Harlem,12,3859.22,370.0
East Morrisania,1,5062.5,4.0
East Morrisania,2,5062.5,4.0
East Morrisania,3,4800.0,3.0
East Morrisania,4,4220.0,6.0
East Morrisania,5,4270.0,6.0
East Morrisania,6,4440.0,5.0
East Morrisania,7,4650.0,4.0
East Morrisania,8,4440.0,5.0
East Morrisania,9,5287.5,4.0
East Morrisania,10,4830.0,5.0
East Morrisania,11,4590.0,5.0
East Morrisania,12,5062.5,4.0
East New York,1,3940.05,185.0
East New York,2,3858.57,189.0
East New York,3,3600.33,184.0
East New York,4,4141.66,199.0
East New York,5,4156.05,200.0
East New York,6,4287.36,193.0
East New York,7,3941.73,197.0
East New York,8,3966.67,189.0
East New York,9,4087.71,175.0
East New York,10,4516.59,179.0
East New York,11,4064.39,173.0
East New York,12,3976.58,190.0
East Village,1,6835.62,432.0
East Village,2,6844.64,414.0
East Village,3,7378.88,428.0
East Village,4,7321.87,418.0
East Village,5,7357.52,431.0
East Village,6,7870.45,425.0
East Village,7,7640.24,418.0
East Village,8,7369.84,440.0
East Village,9,7775.83,417.0
East Village,10,7860.22,411.0
East Village,11,7604.89,403.0
East Village,12,6289.69,390.0
Eastchester,1,3544.29,7.0
Eastchester,2,3544.29,7.0
Eastchester,3,3561.43,7.0
Eastchester,4,3600.0,6.0
Eastchester,5,4770.0,7.0
Eastchester,6,3450.0,7.0
Eastchester,7,3870.0,5.0
Eastchester,8,3615.0,6.0
Eastchester,9,3295.0,6.0
Eastchester,10,3295.0,6.0
Eastchester,11,3345.0,6.0
Eastchester,12,3590.0,9.0
Edenwald,1,2415.0,18.0
Edenwald,2,2464.74,19.0
Edenwald,3,2352.86,21.0
Edenwald,4,2555.0,12.0
Edenwald,5,2645.0,18.0
Edenwald,6,2561.67,18.0
Edenwald,7,2402.31,13.0
Edenwald,8,2284.5,20.0
Edenwald,9,2610.0,18.0
Edenwald,10,2500.5,20.0
Edenwald,11,2496.32,19.0
Edenwald,12,2464.74,19.0
Edgemere,1,2618.57,7.0
Edgemere,2,3382.5,8.0
Edgemere,3,3630.0,8.0
Edgemere,4,3853.33,9.0
Edgemere,5,4230.0,7.0
Edgemere,6,4020.0,9.0
Edgemere,7,4035.0,8.0
Edgemere,8,4035.0,8.0
Edgemere,9,4616.25,8.0
Edgemere,10,4260.0,8.0
Edgemere,11,3378.75,8.0
Edgemere,12,3578.57,7.0
Elmhurst,1,2883.4,159.0
Elmhurst,2,2776.75,163.0
Elmhurst,3,2155.75,113.0
Elmhurst,4,2984.66,178.0
Elmhurst,5,3099.02,173.0
Elmhurst,6,3165.54,166.0
Elmhurst,7,3247.32,164.0
Elmhurst,8,3250.06,155.0
Elmhurst,9,3312.37,131.0
Elmhurst,10,3579.12,125.0
Elmhurst,11,3048.89,135.0
Elmhurst,12,2960.53,152.0
Eltingville,1,5250.0,1.0
Eltingville,2,3660.0,2.0
Eltingville,3,,
Eltingville,4,5250.0,1.0
Eltingville,5,3960.0,2.0
Eltingville,6,3975.0,2.0
Eltingville,7,4515.0,2.0
Eltingville,8,4500.0,2.0
Eltingville,9,5250.0,1.0
Eltingville,10,5250.0,1.0
Eltingville,11,5250.0,1.0
Eltingville,12,5250.0,1.0
Emerson Hill,1,3684.0,5.0
Emerson Hill,2,4162.5,4.0
Emerson Hill,3,4477.5,4.0
Emerson Hill,4,3180.0,6.0
Emerson Hill,5,3462.0,5.0
Emerson Hill,6,3180.0,6.0
Emerson Hill,7,3180.0,6.0
Emerson Hill,8,3180.0,6.0
Emerson Hill,9,3570.0,5.0
Emerson Hill,10,3270.0,6.0
Emerson Hill,11,3270.0,6.0
Emerson Hill,12,3270.0,6.0
Far Rockaway,1,3814.39,41.0
Far Rockaway,2,3894.0,40.0
Far Rockaway,3,4089.77,43.0
Far Rockaway,4,3985.43,46.0
Far Rockaway,5,3940.85,47.0
Far Rockaway,6,4110.0,47.0
Far Rockaway,7,4096.05,43.0
Far Rockaway,8,4004.0,45.0
Far Rockaway,9,4276.05,43.0
Far Rockaway,10,3872.14,42.0
Far Rockaway,11,3972.24,49.0
Far Rockaway,12,3668.48,46.0
Fieldston,1,3113.33,9.0
Fieldston,2,3190.0,9.0
Fieldston,3,6142.5,8.0
Fieldston,4,2678.57,7.0
Fieldston,5,2591.25,8.0
Fieldston,6,2566.67,9.0
Fieldston,7,2655.0,8.0
Fieldston,8,2543.33,9.0
Fieldston,9,2700.0,8.0
Fieldston,10,2760.0,8.0
Fieldston,11,2910.0,7.0
Fieldston,12,2786.25,8.0
Financial District,1,8771.43,252.0
Financial District,2,8946.27,249.0
Financial District,3,10119.22,244.0
Financial District,4,9528.08,229.0
Financial District,5,9690.66,226.0
Financial District,6,10171.05,228.0
Financial District,7,10568.35,255.0
Financial District,8,10078.02,257.0
Financial District,9,11603.45,238.0
Financial District,10,11616.18,233.0
Financial District,11,10454.61,230.0
Financial District,12,9317.14,245.0
Flatbush,1,3872.67,236.0
Flatbush,2,3715.64,234.0
Flatbush,3,3876.32,204.0
Flatbush,4,3879.92,263.0
Flatbush,5,3475.82,237.0
Flatbush,6,3544.57,243.0
Flatbush,7,3540.38,240.0
Flatbush,8,3657.39,241.0
Flatbush,9,3160.29,210.0
Flatbush,10,3740.82,232.0
Flatbush,11,3135.51,207.0
Flatbush,12,3852.0,230.0
Flatiron District,1,13204.14,29.0
Flatiron District,2,13107.78,27.0
Flatiron District,3,16474.0,30.0
Flatiron District,4,12219.31,29.0
Flatiron District,5,15079.62,26.0
Flatiron District,6,15637.5,28.0
Flatiron District,7,14808.75,32.0
Flatiron District,8,14778.18,33.0
Flatiron District,9,15809.06,32.0
Flatiron District,10,15577.0,30.0
Flatiron District,11,11970.0,27.0
Flatiron District,12,17887.83,23.0
Flatlands,1,4371.77,62.0
Flatlands,2,4375.5,60.0
Flatlands,3,4210.34,58.0
Flatlands,4,4208.85,78.0
Flatlands,5,4209.04,73.0
Flatlands,6,4671.04,67.0
Flatlands,7,4561.32,68.0
Flatlands,8,4158.08,73.0
Flatlands,9,4360.62,65.0
Flatlands,10,4304.31,65.0
Flatlands,11,4351.02,59.0
Flatlands,12,3895.5,60.0
Flushing,1,3163.18,148.0
Flushing,2,2472.38,143.0
Flushing,3,2842.19,219.0
Flushing,4,2461.1,273.0
Flushing,5,2808.56,278.0
Flushing,6,2824.44,270.0
Flushing,7,2849.57,276.0
Flushing,8,2714.83,263.0
Flushing,9,2438.31,231.0
Flushing,10,3045.54,166.0
Flushing,11,3036.14,220.0
Flushing,12,2965.91,220.0
Fordham,1,2282.65,34.0
Fordham,2,2345.14,35.0
Fordham,3,2478.21,28.0
Fordham,4,2336.25,40.0
Fordham,5,2574.15,41.0
Fordham,6,2324.62,39.0
Fordham,7,2277.19,32.0
Fordham,8,2415.0,36.0
Fordham,9,2162.0,30.0
Fordham,10,2191.58,38.0
Fordham,11,2279.14,35.0
Fordham,12,2255.0,36.0
Forest Hills,1,3967.02,47.0
Forest Hills,2,3834.26,47.0
Forest Hills,3,3488.12,48.0
Forest Hills,4,3702.86,49.0
Forest Hills,5,3882.5,48.0
Forest Hills,6,4225.0,48.0
Forest Hills,7,3993.26,46.0
Forest Hills,8,3955.23,44.0
Forest Hills,9,3996.67,45.0
Forest Hills,10,4035.68,44.0
Forest Hills,11,3977.33,45.0
Forest Hills,12,4002.31,39.0
Fort Greene,1,5215.3,134.0
Fort Greene,2,5107.16,134.0
Fort Greene,3,5242.32,125.0
Fort Greene,4,5774.59,146.0
Fort Greene,5,5928.83,137.0
Fort Greene,6,6100.68,132.0
Fort Greene,7,5880.67,135.0
Fort Greene,8,5745.88,136.0
Fort Greene,9,4823.79,116.0
Fort Greene,10,5335.81,136.0
Fort Greene,11,5378.22,135.0
Fort Greene,12,5483.28,125.0
Fort Hamilton,1,5493.16,38.0
Fort Hamilton,2,5385.0,40.0
Fort Hamilton,3,2845.71,14.0
Fort Hamilton,4,3487.5,20.0
Fort Hamilton,5,3477.0,20.0
Fort Hamilton,6,3298.57,21.0
Fort Hamilton,7,3201.82,22.0
Fort Hamilton,8,5388.0,40.0
Fort Hamilton,9,5480.0,39.0
Fort Hamilton,10,5470.5,40.0
Fort Hamilton,11,5322.97,37.0
Fort Hamilton,12,5492.37,38.0
Fort Wadsworth,1,,
Fort Wadsworth,2,,
Fort Wadsworth,3,,
Fort Wadsworth,4,,
Fort Wadsworth,5,,
Fort Wadsworth,6,,
Fort Wadsworth,7,,
Fort Wadsworth,8,,
Fort Wadsworth,9,,
Fort Wadsworth,10,,
Fort Wadsworth,11,,
Fort Wadsworth,12,,
Fresh Meadows,1,3306.0,10.0
Fresh Meadows,2,3196.67,9.0
Fresh Meadows,3,3238.5,20.0
Fresh Meadows,4,2928.57,21.0
Fresh Meadows,5,3265.5,20.0
Fresh Meadows,6,3392.0,15.0
Fresh Meadows,7,3129.47,19.0
Fresh Meadows,8,3132.63,19.0
Fresh Meadows,9,3296.47,17.0
Fresh Meadows,10,3303.0,10.0
Fresh Meadows,11,3115.26,19.0
Fresh Meadows,12,3260.53,19.0
Gerritsen Beach,1,3670.0,3.0
Gerritsen Beach,2,5145.0,2.0
Gerritsen Beach,3,9000.0,1.0
Gerritsen Beach,4,4211.25,8.0
Gerritsen Beach,5,3480.0,5.0
Gerritsen Beach,6,4750.0,3.0
Gerritsen Beach,7,9000.0,1.0
Gerritsen Beach,8,9000.0,1.0
Gerritsen Beach,9,5130.0,2.0
Gerritsen Beach,10,9000.0,1.0
Gerritsen Beach,11,9000.0,1.0
Gerritsen Beach,12,,
Glen Oaks,1,,
Glen Oaks,2,,
Glen Oaks,3,,
Glen Oaks,4,,
Glen Oaks,5,,
Glen Oaks,6,,
Glen Oaks,7,,
Glen Oaks,8,,
Glen Oaks,9,,
Glen Oaks,10,,
Glen Oaks,11,,
Glen Oaks,12,,
Glendale,1,3652.89,38.0
Glendale,2,3518.05,41.0
Glendale,3,3451.28,47.0
Glendale,4,3783.95,38.0
Glendale,5,3608.68,38.0
Glendale,6,3816.15,39.0
Glendale,7,3856.92,39.0
Glendale,8,3762.5,36.0
Glendale,9,3868.24,34.0
Glendale,10,3824.17,36.0
Glendale,11,3558.65,37.0
Glendale,12,3442.33,43.0
Gowanus,1,6813.75,64.0
Gowanus,2,6902.38,63.0
Gowanus,3,7220.77,65.0
Gowanus,4,7177.5,72.0
Gowanus,5,7163.01,73.0
Gowanus,6,7473.75,72.0
Gowanus,7,6890.13,76.0
Gowanus,8,7171.23,73.0
Gowanus,9,7405.77,71.0
Gowanus,10,7320.83,72.0
Gowanus,11,7603.91,69.0
Gowanus,12,6743.73,67.0
Gramercy,1,6597.15,137.0
Gramercy,2,7280.58,137.0
Gramercy,3,8199.25,133.0
Gramercy,4,5952.21,113.0
Gramercy,5,6273.14,105.0
Gramercy,6,6262.83,113.0
Gramercy,7,6591.84,103.0
Gramercy,8,6521.73,110.0
Gramercy,9,7473.53,102.0
Gramercy,10,7551.87,107.0
Gramercy,11,6985.38,117.0
Gramercy,12,6035.8,119.0
Graniteville,1,2587.5,4.0
Graniteville,2,2850.0,3.0
Graniteville,3,2587.5,4.0
Graniteville,4,2544.0,5.0
Graniteville,5,2544.0,5.0
Graniteville,6,2880.0,4.0
Graniteville,7,2880.0,4.0
Graniteville,8,2880.0,4.0
Graniteville,9,2880.0,4.0
Graniteville,10,2880.0,4.0
Graniteville,11,2664.0,5.0
Graniteville,12,2664.0,5.0
Grant City,1,2627.14,7.0
Grant City,2,2626.67,9.0
Grant City,3,2430.0,8.0
Grant City,4,1902.0,10.0
Grant City,5,1600.0,15.0
Grant City,6,1635.0,14.0
Grant City,7,1746.0,15.0
Grant City,8,1819.41,17.0
Grant City,9,2082.5,12.0
Grant City,10,2425.71,7.0
Grant City,11,2126.67,9.0
Grant City,12,1764.38,16.0
Gravesend,1,3327.57,37.0
Gravesend,2,3461.05,38.0
Gravesend,3,3394.17,36.0
Gravesend,4,3455.53,38.0
Gravesend,5,3251.35,37.0
Gravesend,6,3251.14,35.0
Gravesend,7,3191.14,35.0
Gravesend,8,3066.18,34.0
Gravesend,9,3310.91,33.0
Gravesend,10,3630.97,31.0
Gravesend,11,3521.25,32.0
Gravesend,12,3494.59,37.0
Great Kills,1,2415.0,4.0
Great Kills,2,2415.0,4.0
Great Kills,3,2272.5,4.0
Great Kills,4,2720.0,3.0
Great Kills,5,2720.0,3.0
Great Kills,6,2720.0,3.0
Great Kills,7,2720.0,3.0
Great Kills,8,2720.0,3.0
Great Kills,9,2720.0,3.0
Great Kills,10,2720.0,3.0
Great Kills,11,2720.0,3.0
Great Kills,12,2720.0,3.0
Greenpoint,1,7807.69,234.0
Greenpoint,2,7741.38,240.0
Greenpoint,3,8264.93,227.0
Greenpoint,4,7824.55,242.0
Greenpoint,5,8333.69,233.0
Greenpoint,6,8400.13,229.0
Greenpoint,7,8753.17,224.0
Greenpoint,8,8545.77,220.0
Greenpoint,9,8587.09,220.0
Greenpoint,10,8682.05,219.0
Greenpoint,11,8468.61,223.0
Greenpoint,12,8294.16,233.0
Greenwich Village,1,11712.99,67.0
Greenwich Village,2,11250.97,62.0
Greenwich Village,3,11777.01,67.0
Greenwich Village,4,11409.45,73.0
Greenwich Village,5,12463.29,70.0
Greenwich Village,6,12176.52,69.0
Greenwich Village,7,12100.0,72.0
Greenwich Village,8,11754.58,72.0
Greenwich Village,9,12977.65,68.0
Greenwich Village,10,13207.94,68.0
Greenwich Village,11,11879.57,70.0
Greenwich Village,12,11291.6,75.0
Grymes Hill,1,3450.0,1.0
Grymes Hill,2,3570.0,1.0
Grymes Hill,3,3930.0,1.0
Grymes Hill,4,,
Grymes Hill,5,,
Grymes Hill,6,3270.0,1.0
Grymes Hill,7,4650.0,1.0
Grymes Hill,8,3870.0,1.0
Grymes Hill,9,2220.0,1.0
Grymes Hill,10,1470.0,1.0
Grymes Hill,11,2910.0,1.0
Grymes Hill,12,2910.0,1.0
Harlem,1,3595.86,834.0
Harlem,2,3721.99,755.0
Harlem,3,3642.74,808.0
Harlem,4,3592.94,901.0
Harlem,5,5374.74,899.0
Harlem,6,5517.57,864.0
Harlem,7,3739.27,808.0
Harlem,8,4228.35,852.0
Harlem,9,3753.55,861.0
Harlem,10,4037.47,668.0
Harlem,11,3092.75,699.0
Harlem,12,3515.08,903.0
Hell's Kitchen,1,5850.68,748.0
Hell's Kitchen,2,6130.84,833.0
Hell's Kitchen,3,6468.86,835.0
Hell's Kitchen,4,6565.02,801.0
Hell's Kitchen,5,6746.97,812.0
Hell's Kitchen,6,7348.75,794.0
Hell's Kitchen,7,7418.52,820.0
Hell's Kitchen,8,7037.11,745.0
Hell's Kitchen,9,6881.6,768.0
Hell's Kitchen,10,6904.81,692.0
Hell's Kitchen,11,6664.53,782.0
Hell's Kitchen,12,6043.45,803.0
Highbridge,1,1943.57,14.0
Highbridge,2,1926.43,14.0
Highbridge,3,1830.0,14.0
Highbridge,4,2394.55,11.0
Highbridge,5,2482.5,12.0
Highbridge,6,2331.82,11.0
Highbridge,7,2004.0,10.0
Highbridge,8,2105.45,11.0
Highbridge,9,2012.73,11.0
Highbridge,10,2070.0,12.0
Highbridge,11,2065.0,12.0
Highbridge,12,1982.14,14.0
Hollis,1,2480.0,9.0
Hollis,2,1482.0,5.0
Hollis,3,2380.0,9.0
Hollis,4,2667.0,10.0
Hollis,5,3152.73,11.0
Hollis,6,3890.0,6.0
Hollis,7,2757.0,10.0
Hollis,8,2966.67,9.0
Hollis,9,2400.0,9.0
Hollis,10,2712.0,10.0
Hollis,11,2469.0,10.0
Hollis,12,2571.0,10.0
Hollis Hills,1,,
Hollis Hills,2,,
Hollis Hills,3,,
Hollis Hills,4,7200.0,1.0
Hollis Hills,5,7200.0,1.0
Hollis Hills,6,7200.0,1.0
Hollis Hills,7,7200.0,1.0
Hollis Hills,8,7200.0,1.0
Hollis Hills,9,7200.0,1.0
Hollis Hills,10,7200.0,1.0
Hollis Hills,11,,
Hollis Hills,12,,
Holliswood,1,2670.0,1.0
Holliswood,2,2670.0,1.0
Holliswood,3,2820.0,1.0
Holliswood,4,1897.5,4.0
Holliswood,5,1980.0,3.0
Holliswood,6,2320.0,3.0
Holliswood,7,2805.0,2.0
Holliswood,8,2805.0,2.0
Holliswood,9,2940.0,1.0
Holliswood,10,,
Holliswood,11,2805.0,2.0
Holliswood,12,2805.0,2.0
Howard Beach,1,4750.91,22.0
Howard Beach,2,4723.64,22.0
Howard Beach,3,4771.43,21.0
Howard Beach,4,5071.36,22.0
Howard Beach,5,4948.7,23.0
Howard Beach,6,5113.64,22.0
Howard Beach,7,3841.58,19.0
Howard Beach,8,4788.26,23.0
Howard Beach,9,4776.52,23.0
Howard Beach,10,4913.18,22.0
Howard Beach,11,4596.0,25.0
Howard Beach,12,4773.91,23.0
Howland Hook,1,4305.0,2.0
Howland Hook,2,4305.0,2.0
Howland Hook,3,4095.0,2.0
Howland Hook,4,5190.0,2.0
Howland Hook,5,5190.0,2.0
Howland Hook,6,5190.0,2.0
Howland Hook,7,5190.0,2.0
Howland Hook,8,5190.0,2.0
Howland Hook,9,5190.0,2.0
Howland Hook,10,5190.0,2.0
Howland Hook,11,5190.0,2.0
Howland Hook,12,4305.0,2.0
Huguenot,1,4140.0,1.0
Huguenot,2,4200.0,1.0
Huguenot,3,4050.0,1.0
Huguenot,4,3930.0,1.0
Huguenot,5,3930.0,1.0
Huguenot,6,3930.0,1.0
Huguenot,7,2950.0,3.0
Huguenot,8,3270.0,2.0
Huguenot,9,3300.0,2.0
Huguenot,10,3300.0,2.0
Huguenot,11,4500.0,1.0
Huguenot,12,4500.0,1.0
Hunts Point,1,1577.37,19.0
Hunts Point,2,1620.0,17.0
Hunts Point,3,2072.14,14.0
Hunts Point,4,1608.95,19.0
Hunts Point,5,1480.59,17.0
Hunts Point,6,1541.05,19.0
Hunts Point,7,1536.0,20.0
Hunts Point,8,1610.62,16.0
Hunts Point,9,1573.33,18.0
Hunts Point,10,1568.33,18.0
Hunts Point,11,1613.33,18.0
Hunts Point,12,1597.89,19.0
Inwood,1,3136.62,74.0
Inwood,2,2948.41,82.0
Inwood,3,2860.47,86.0
Inwood,4,2705.31,96.0
Inwood,5,3077.05,88.0
Inwood,6,3330.76,79.0
Inwood,7,3151.41,85.0
Inwood,8,3034.29,91.0
Inwood,9,3148.24,85.0
Inwood,10,3348.95,76.0
Inwood,11,3303.65,74.0
Inwood,12,3002.03,74.0
Jackson Heights,1,2446.17,115.0
Jackson Heights,2,2503.57,115.0
Jackson Heights,3,2169.46,92.0
Jackson Heights,4,2769.14,128.0
Jackson Heights,5,3176.25,104.0
Jackson Heights,6,2861.79,112.0
Jackson Heights,7,2781.79,117.0
Jackson Heights,8,2861.39,108.0
Jackson Heights,9,2545.0,96.0
Jackson Heights,10,2783.88,103.0
Jackson Heights,11,2864.67,90.0
Jackson Heights,12,2624.2,112.0
Jamaica,1,3075.27,112.0
Jamaica,2,3305.57,167.0
Jamaica,3,3425.49,153.0
Jamaica,4,3656.07,183.0
Jamaica,5,3797.43,179.0
Jamaica,6,3869.63,164.0
Jamaica,7,3792.29,166.0
Jamaica,8,3693.52,162.0
Jamaica,9,3699.29,155.0
Jamaica,10,3606.42,159.0
Jamaica,11,3664.65,155.0
Jamaica,12,3371.52,164.0
Jamaica Estates,1,2530.59,17.0
Jamaica Estates,2,2262.86,7.0
Jamaica Estates,3,3002.5,12.0
Jamaica Estates,4,1798.89,27.0
Jamaica Estates,5,2406.0,30.0
Jamaica Estates,6,2442.41,29.0
Jamaica Estates,7,2455.71,28.0
Jamaica Estates,8,2276.67,27.0
Jamaica Estates,9,1861.2,25.0
Jamaica Estates,10,2415.0,22.0
Jamaica Estates,11,2347.78,27.0
Jamaica Estates,12,2199.23,26.0
Jamaica Hills,1,5898.75,8.0
Jamaica Hills,2,2240.0,3.0
Jamaica Hills,3,6381.82,11.0
Jamaica Hills,4,3534.0,5.0
Jamaica Hills,5,5023.33,9.0
Jamaica Hills,6,4992.0,10.0
Jamaica Hills,7,5146.67,9.0
Jamaica Hills,8,5103.33,9.0
Jamaica Hills,9,3250.0,6.0
Jamaica Hills,10,4374.0,5.0
