neighbourhood_cleansed,month,avg_monthly_price,listing_count
Richmond Hill,2,2705.4,50.0
Richmond Hill,3,2669.36,47.0
Richmond Hill,4,3309.58,72.0
Richmond Hill,5,3264.68,62.0
Richmond Hill,6,2995.86,58.0
Richmond Hill,7,2855.81,62.0
Richmond Hill,8,2818.12,64.0
Richmond Hill,9,2831.58,57.0
Richmond Hill,10,2685.97,62.0
Richmond Hill,11,2728.36,55.0
Richmond Hill,12,2654.24,59.0
Richmondtown,1,2250.0,1.0
Richmondtown,2,2250.0,1.0
Richmondtown,3,,
Richmondtown,4,2085.0,2.0
Richmondtown,5,1860.0,2.0
Richmondtown,6,1860.0,2.0
Richmondtown,7,1200.0,1.0
Richmondtown,8,1500.0,1.0
Richmondtown,9,2250.0,1.0
Richmondtown,10,2250.0,1.0
Richmondtown,11,2250.0,1.0
Richmondtown,12,2250.0,1.0
Ridgewood,1,2903.77,183.0
Ridgewood,2,2841.19,194.0
Ridgewood,3,2979.12,171.0
Ridgewood,4,2965.74,197.0
Ridgewood,5,3083.33,189.0
Ridgewood,6,3121.04,201.0
Ridgewood,7,3085.52,194.0
Ridgewood,8,3009.12,194.0
Ridgewood,9,3056.21,206.0
Ridgewood,10,3006.72,201.0
Ridgewood,11,2935.81,186.0
Ridgewood,12,2889.95,199.0
Riverdale,1,,
Riverdale,2,,
Riverdale,3,2070.0,1.0
Riverdale,4,2745.0,2.0
Riverdale,5,2745.0,2.0
Riverdale,6,2745.0,2.0
Riverdale,7,2745.0,2.0
Riverdale,8,2190.0,1.0
Riverdale,9,2025.0,2.0
Riverdale,10,1920.0,2.0
Riverdale,11,1920.0,2.0
Riverdale,12,,
Rockaway Beach,1,4109.19,37.0
Rockaway Beach,2,4085.38,39.0
Rockaway Beach,3,3922.5,40.0
Rockaway Beach,4,4303.5,40.0
Rockaway Beach,5,4427.86,42.0
Rockaway Beach,6,4687.32,41.0
Rockaway Beach,7,4722.44,41.0
Rockaway Beach,8,4502.43,37.0
Rockaway Beach,9,4302.16,37.0
Rockaway Beach,10,4185.0,42.0
Rockaway Beach,11,4273.42,38.0
Rockaway Beach,12,4591.5,40.0
Roosevelt Island,1,7163.57,14.0
Roosevelt Island,2,6000.0,19.0
Roosevelt Island,3,6306.67,18.0
Roosevelt Island,4,5675.0,18.0
Roosevelt Island,5,5828.82,17.0
Roosevelt Island,6,6264.71,17.0
Roosevelt Island,7,6990.0,17.0
Roosevelt Island,8,7488.75,16.0
Roosevelt Island,9,7235.62,16.0
Roosevelt Island,10,7132.94,17.0
Roosevelt Island,11,6780.0,18.0
Roosevelt Island,12,8185.38,13.0
Rosebank,1,3322.5,4.0
Rosebank,2,2532.0,5.0
Rosebank,3,3060.0,4.0
Rosebank,4,3360.0,5.0
Rosebank,5,3348.0,5.0
Rosebank,6,3336.0,5.0
Rosebank,7,3222.0,5.0
Rosebank,8,3210.0,5.0
Rosebank,9,3006.0,5.0
Rosebank,10,3192.0,5.0
Rosebank,11,3352.5,4.0
Rosebank,12,3352.5,4.0
Rosedale,1,5899.22,64.0
Rosedale,2,3633.18,66.0
Rosedale,3,6818.3,47.0
Rosedale,4,5603.51,74.0
Rosedale,5,5644.46,74.0
Rosedale,6,5761.71,70.0
Rosedale,7,4752.68,71.0
Rosedale,8,3691.76,68.0
Rosedale,9,3511.9,63.0
Rosedale,10,3548.85,61.0
Rosedale,11,2974.17,36.0
Rosedale,12,5774.78,67.0
Rossville,1,,
Rossville,2,2610.0,3.0
Rossville,3,2440.0,3.0
Rossville,4,25200.0,1.0
Rossville,5,25200.0,1.0
Rossville,6,25200.0,1.0
Rossville,7,25200.0,1.0
Rossville,8,25200.0,1.0
Rossville,9,25200.0,1.0
Rossville,10,,
Rossville,11,,
Rossville,12,,
Schuylerville,1,2838.0,15.0
Schuylerville,2,2877.86,14.0
Schuylerville,3,2834.0,15.0
Schuylerville,4,3178.33,18.0
Schuylerville,5,3093.75,16.0
Schuylerville,6,3400.59,17.0
Schuylerville,7,3070.0,18.0
Schuylerville,8,3186.67,18.0
Schuylerville,9,2973.53,17.0
Schuylerville,10,3017.65,17.0
Schuylerville,11,3423.75,16.0
Schuylerville,12,3104.0,15.0
Sea Gate,1,2922.0,10.0
Sea Gate,2,3590.0,9.0
Sea Gate,3,3706.36,11.0
Sea Gate,4,3646.15,13.0
Sea Gate,5,4105.38,13.0
Sea Gate,6,4452.86,7.0
Sea Gate,7,4400.0,12.0
Sea Gate,8,4060.0,12.0
Sea Gate,9,3870.0,10.0
Sea Gate,10,4170.0,11.0
Sea Gate,11,4298.18,11.0
Sea Gate,12,3711.82,11.0
Sheepshead Bay,1,4051.74,69.0
Sheepshead Bay,2,4215.65,69.0
Sheepshead Bay,3,4234.22,64.0
Sheepshead Bay,4,4720.52,77.0
Sheepshead Bay,5,4199.61,77.0
Sheepshead Bay,6,4633.42,76.0
Sheepshead Bay,7,4907.53,77.0
Sheepshead Bay,8,4733.25,80.0
Sheepshead Bay,9,3951.94,67.0
Sheepshead Bay,10,4551.49,74.0
Sheepshead Bay,11,3758.23,62.0
Sheepshead Bay,12,4163.91,69.0
Shore Acres,1,2677.5,8.0
Shore Acres,2,2662.5,8.0
Shore Acres,3,2715.0,8.0
Shore Acres,4,3125.45,11.0
Shore Acres,5,3273.0,10.0
Shore Acres,6,3136.36,11.0
Shore Acres,7,3090.0,11.0
Shore Acres,8,3078.0,10.0
Shore Acres,9,3060.0,10.0
Shore Acres,10,2643.75,8.0
Shore Acres,11,2640.0,8.0
Shore Acres,12,2640.0,8.0
Silver Lake,1,3830.0,3.0
Silver Lake,2,3540.0,4.0
Silver Lake,3,3540.0,4.0
Silver Lake,4,3770.0,3.0
Silver Lake,5,4110.0,2.0
Silver Lake,6,4110.0,2.0
Silver Lake,7,4110.0,2.0
Silver Lake,8,4560.0,2.0
Silver Lake,9,4110.0,2.0
Silver Lake,10,4110.0,2.0
Silver Lake,11,3830.0,3.0
Silver Lake,12,4280.0,3.0
SoHo,1,11803.66,101.0
SoHo,2,9481.81,83.0
SoHo,3,13143.75,104.0
SoHo,4,12428.15,92.0
SoHo,5,14663.0,90.0
SoHo,6,11335.47,86.0
SoHo,7,12194.18,91.0
SoHo,8,12128.62,94.0
SoHo,9,13035.32,94.0
SoHo,10,13942.75,91.0
SoHo,11,13319.35,92.0
SoHo,12,12390.0,94.0
Soundview,1,3415.0,12.0
Soundview,2,3402.5,12.0
Soundview,3,3343.64,11.0
Soundview,4,3122.0,15.0
Soundview,5,3105.0,14.0
Soundview,6,3322.5,12.0
Soundview,7,3703.33,9.0
Soundview,8,3307.5,12.0
Soundview,9,3403.64,11.0
Soundview,10,3410.0,12.0
Soundview,11,3410.0,12.0
Soundview,12,3459.23,13.0
South Beach,1,2515.71,7.0
South Beach,2,2572.5,8.0
South Beach,3,2550.0,8.0
South Beach,4,2520.0,5.0
South Beach,5,2628.0,5.0
South Beach,6,2628.0,5.0
South Beach,7,2575.0,6.0
South Beach,8,2600.0,6.0
South Beach,9,2610.0,6.0
South Beach,10,2575.0,6.0
South Beach,11,2575.0,6.0
South Beach,12,2575.0,6.0
South Ozone Park,1,3187.89,19.0
South Ozone Park,2,4223.79,29.0
South Ozone Park,3,4348.93,28.0
South Ozone Park,4,4020.0,37.0
South Ozone Park,5,4493.41,41.0
South Ozone Park,6,4738.33,36.0
South Ozone Park,7,4029.09,33.0
South Ozone Park,8,4333.45,29.0
South Ozone Park,9,4290.0,31.0
South Ozone Park,10,4471.88,32.0
South Ozone Park,11,4022.9,31.0
South Ozone Park,12,3811.88,32.0
South Slope,1,5235.6,75.0
South Slope,2,5454.16,77.0
South Slope,3,5384.59,74.0
South Slope,4,5530.77,78.0
South Slope,5,5831.1,73.0
South Slope,6,5473.75,72.0
South Slope,7,5696.67,72.0
South Slope,8,5672.96,71.0
South Slope,9,5762.47,73.0
South Slope,10,5758.8,75.0
South Slope,11,5579.6,75.0
South Slope,12,5431.62,74.0
Springfield Gardens,1,3929.39,49.0
Springfield Gardens,2,4438.7,69.0
Springfield Gardens,3,4643.21,53.0
Springfield Gardens,4,4147.01,77.0
Springfield Gardens,5,4230.0,78.0
Springfield Gardens,6,4341.92,78.0
Springfield Gardens,7,4529.61,77.0
Springfield Gardens,8,4364.25,80.0
Springfield Gardens,9,4392.15,79.0
Springfield Gardens,10,4178.57,77.0
Springfield Gardens,11,4273.0,60.0
Springfield Gardens,12,4389.13,69.0
Spuyten Duyvil,1,5334.0,5.0
Spuyten Duyvil,2,5334.0,5.0
Spuyten Duyvil,3,5274.0,5.0
Spuyten Duyvil,4,4956.0,5.0
Spuyten Duyvil,5,4956.0,5.0
Spuyten Duyvil,6,4956.0,5.0
Spuyten Duyvil,7,5334.0,5.0
Spuyten Duyvil,8,5334.0,5.0
Spuyten Duyvil,9,5334.0,5.0
Spuyten Duyvil,10,5655.0,4.0
Spuyten Duyvil,11,5334.0,5.0
Spuyten Duyvil,12,4720.0,6.0
St. Albans,1,2796.96,69.0
St. Albans,2,3248.76,89.0
St. Albans,3,3139.88,83.0
St. Albans,4,3517.19,96.0
St. Albans,5,3391.61,93.0
St. Albans,6,3354.63,95.0
St. Albans,7,3246.7,94.0
St. Albans,8,3313.87,93.0
St. Albans,9,3435.84,89.0
St. Albans,10,3270.0,100.0
St. Albans,11,3438.23,79.0
St. Albans,12,3310.43,92.0
St. George,1,3281.61,31.0
St. George,2,3484.84,31.0
St. George,3,3591.0,30.0
St. George,4,3015.94,32.0
St. George,5,3136.76,34.0
St. George,6,3201.43,35.0
St. George,7,3278.82,34.0
St. George,8,3264.38,32.0
St. George,9,3333.87,31.0
St. George,10,3273.87,31.0
St. George,11,3331.0,30.0
St. George,12,4196.0,30.0
Stapleton,1,2900.0,9.0
Stapleton,2,3133.33,9.0
Stapleton,3,2900.0,9.0
Stapleton,4,3818.57,7.0
Stapleton,5,3050.0,6.0
Stapleton,6,3019.09,11.0
Stapleton,7,2959.09,11.0
Stapleton,8,2972.73,11.0
Stapleton,9,3025.0,12.0
Stapleton,10,3017.5,12.0
Stapleton,11,2959.09,11.0
Stapleton,12,2754.55,11.0
Stuyvesant Town,1,7472.07,29.0
Stuyvesant Town,2,6830.0,30.0
Stuyvesant Town,3,6703.0,30.0
Stuyvesant Town,4,6998.75,24.0
Stuyvesant Town,5,6918.75,24.0
Stuyvesant Town,6,7132.22,27.0
Stuyvesant Town,7,7000.34,29.0
Stuyvesant Town,8,6724.14,29.0
Stuyvesant Town,9,6822.5,24.0
Stuyvesant Town,10,7472.73,22.0
Stuyvesant Town,11,7272.0,25.0
Stuyvesant Town,12,6334.74,19.0
Sunnyside,1,3757.62,126.0
Sunnyside,2,3756.2,121.0
Sunnyside,3,3293.39,109.0
Sunnyside,4,2976.8,97.0
Sunnyside,5,3673.89,95.0
Sunnyside,6,3731.56,122.0
Sunnyside,7,3670.84,119.0
Sunnyside,8,3515.31,130.0
Sunnyside,9,3755.91,127.0
Sunnyside,10,3752.58,128.0
Sunnyside,11,3801.73,127.0
Sunnyside,12,3574.78,138.0
Sunset Park,1,3617.9,119.0
Sunset Park,2,3759.12,125.0
Sunset Park,3,3664.07,118.0
Sunset Park,4,3715.37,149.0
Sunset Park,5,3755.61,139.0
Sunset Park,6,3920.71,126.0
Sunset Park,7,3798.32,113.0
Sunset Park,8,3746.09,115.0
Sunset Park,9,3643.19,116.0
Sunset Park,10,3681.77,124.0
Sunset Park,11,3725.56,124.0
Sunset Park,12,3787.68,125.0
Theater District,1,8754.45,119.0
Theater District,2,8608.4,150.0
Theater District,3,10461.27,134.0
Theater District,4,7869.92,121.0
Theater District,5,11985.47,128.0
Theater District,6,12805.9,139.0
Theater District,7,10626.62,154.0
Theater District,8,10292.96,152.0
Theater District,9,12307.8,150.0
Theater District,10,12465.71,147.0
Theater District,11,11000.85,141.0
Theater District,12,10667.8,150.0
Throgs Neck,1,3678.89,27.0
Throgs Neck,2,3768.21,28.0
Throgs Neck,3,3631.0,30.0
Throgs Neck,4,3722.31,26.0
Throgs Neck,5,3877.2,25.0
Throgs Neck,6,3996.67,27.0
Throgs Neck,7,3722.14,28.0
Throgs Neck,8,3931.0,30.0
Throgs Neck,9,3836.67,27.0
Throgs Neck,10,3980.0,30.0
Throgs Neck,11,3643.45,29.0
Throgs Neck,12,3736.07,28.0
Todt Hill,1,1650.0,1.0
Todt Hill,2,2270.0,3.0
Todt Hill,3,2270.0,3.0
Todt Hill,4,1650.0,1.0
Todt Hill,5,1575.0,2.0
Todt Hill,6,3450.0,3.0
Todt Hill,7,1575.0,2.0
Todt Hill,8,,
Todt Hill,9,,
Todt Hill,10,,
Todt Hill,11,,
Todt Hill,12,,
Tompkinsville,1,2923.45,29.0
Tompkinsville,2,2801.25,32.0
Tompkinsville,3,3043.45,29.0
Tompkinsville,4,2836.07,28.0
Tompkinsville,5,2842.5,28.0
Tompkinsville,6,2831.38,29.0
Tompkinsville,7,2807.59,29.0
Tompkinsville,8,2851.03,29.0
Tompkinsville,9,2800.0,30.0
Tompkinsville,10,2808.39,31.0
Tompkinsville,11,2850.0,29.0
Tompkinsville,12,2852.9,31.0
Tottenville,1,4320.0,2.0
Tottenville,2,4320.0,2.0
Tottenville,3,4740.0,2.0
Tottenville,4,3172.5,4.0
Tottenville,5,4050.0,3.0
Tottenville,6,4030.0,3.0
Tottenville,7,4470.0,2.0
Tottenville,8,4470.0,2.0
Tottenville,9,4470.0,2.0
Tottenville,10,4320.0,2.0
Tottenville,11,4320.0,2.0
Tottenville,12,4320.0,2.0
Tremont,1,2898.75,8.0
Tremont,2,2898.75,8.0
Tremont,3,3123.33,9.0
Tremont,4,2705.45,11.0
Tremont,5,2650.0,12.0
Tremont,6,2700.0,11.0
Tremont,7,3108.75,8.0
Tremont,8,2800.0,12.0
Tremont,9,2865.0,6.0
Tremont,10,2876.67,9.0
Tremont,11,2876.67,9.0
Tremont,12,2693.33,9.0
Tribeca,1,14554.14,87.0
Tribeca,2,13489.88,80.0
Tribeca,3,16066.12,80.0
Tribeca,4,14249.22,77.0
Tribeca,5,15786.59,82.0
Tribeca,6,16114.29,84.0
Tribeca,7,16218.71,85.0
Tribeca,8,15600.69,87.0
Tribeca,9,18245.49,82.0
Tribeca,10,17480.62,80.0
Tribeca,11,16618.95,86.0
Tribeca,12,14290.0,87.0
Two Bridges,1,4021.58,19.0
Two Bridges,2,3893.33,18.0
Two Bridges,3,4054.29,14.0
Two Bridges,4,3851.05,19.0
Two Bridges,5,4034.12,17.0
Two Bridges,6,3762.0,15.0
Two Bridges,7,4055.29,17.0
Two Bridges,8,4010.53,19.0
Two Bridges,9,4175.0,18.0
Two Bridges,10,4305.0,16.0
Two Bridges,11,4572.86,21.0
Two Bridges,12,4371.67,18.0
Unionport,1,4076.67,9.0
Unionport,2,3998.57,7.0
Unionport,3,4176.0,10.0
Unionport,4,3347.14,7.0
Unionport,5,3347.14,7.0
Unionport,6,3368.57,7.0
Unionport,7,3636.0,5.0
Unionport,8,3290.0,6.0
Unionport,9,3400.0,9.0
Unionport,10,3772.5,8.0
Unionport,11,3953.33,9.0
Unionport,12,4320.0,9.0
University Heights,1,3520.0,6.0
University Heights,2,4200.0,5.0
University Heights,3,3942.0,5.0
University Heights,4,5985.0,2.0
University Heights,5,4245.0,4.0
University Heights,6,4432.5,4.0
University Heights,7,3702.0,5.0
University Heights,8,3342.0,5.0
University Heights,9,3312.0,5.0
University Heights,10,3462.0,5.0
University Heights,11,3660.0,6.0
University Heights,12,3860.0,6.0
Upper East Side,1,5798.06,938.0
Upper East Side,2,5787.47,960.0
Upper East Side,3,6639.83,952.0
Upper East Side,4,6601.69,960.0
Upper East Side,5,6450.45,860.0
Upper East Side,6,6859.95,910.0
Upper East Side,7,6559.83,909.0
Upper East Side,8,6367.7,931.0
Upper East Side,9,6673.22,933.0
Upper East Side,10,7004.06,896.0
Upper East Side,11,6563.88,927.0
Upper East Side,12,5837.02,950.0
Upper West Side,1,5825.37,749.0
Upper West Side,2,6423.53,774.0
Upper West Side,3,6871.01,772.0
Upper West Side,4,6433.8,722.0
Upper West Side,5,6680.17,772.0
Upper West Side,6,6602.87,764.0
Upper West Side,7,7176.75,631.0
Upper West Side,8,6879.03,718.0
Upper West Side,9,7453.63,656.0
Upper West Side,10,7407.67,721.0
Upper West Side,11,6971.96,715.0
Upper West Side,12,6323.62,780.0
Van Nest,1,5895.0,6.0
Van Nest,2,6520.0,6.0
Van Nest,3,6384.0,5.0
Van Nest,4,5471.54,13.0
Van Nest,5,5192.5,12.0
Van Nest,6,5192.5,12.0
Van Nest,7,5530.91,11.0
Van Nest,8,5187.27,11.0
Van Nest,9,5228.18,11.0
Van Nest,10,5785.71,7.0
Van Nest,11,5922.86,7.0
Van Nest,12,5925.0,6.0
Vinegar Hill,1,8355.0,16.0
Vinegar Hill,2,8350.59,17.0
Vinegar Hill,3,10957.06,17.0
Vinegar Hill,4,8455.26,19.0
Vinegar Hill,5,9370.71,14.0
Vinegar Hill,6,8149.29,14.0
Vinegar Hill,7,8503.85,13.0
Vinegar Hill,8,8319.23,13.0
Vinegar Hill,9,9489.0,10.0
Vinegar Hill,10,9700.0,9.0
Vinegar Hill,11,8943.33,9.0
Vinegar Hill,12,7985.45,11.0
Wakefield,1,2814.26,47.0
Wakefield,2,2791.88,48.0
Wakefield,3,2705.88,51.0
Wakefield,4,3270.67,45.0
Wakefield,5,2994.41,59.0
Wakefield,6,2923.64,55.0
Wakefield,7,2986.1,41.0
Wakefield,8,2718.89,54.0
Wakefield,9,2877.0,50.0
Wakefield,10,2835.0,54.0
Wakefield,11,2928.37,49.0
Wakefield,12,2879.36,47.0
Washington Heights,1,2930.78,270.0
Washington Heights,2,2882.15,265.0
Washington Heights,3,2844.65,258.0
Washington Heights,4,2927.08,281.0
Washington Heights,5,3023.53,278.0
Washington Heights,6,3014.62,279.0
Washington Heights,7,2977.94,272.0
Washington Heights,8,2946.16,268.0
Washington Heights,9,2978.27,254.0
Washington Heights,10,2956.22,246.0
Washington Heights,11,2736.83,259.0
Washington Heights,12,2939.89,266.0
West Brighton,1,2395.26,19.0
West Brighton,2,2355.79,19.0
West Brighton,3,2431.58,19.0
West Brighton,4,2190.0,15.0
West Brighton,5,2184.0,15.0
West Brighton,6,2201.25,16.0
West Brighton,7,2210.62,16.0
West Brighton,8,2230.0,18.0
West Brighton,9,2301.0,20.0
West Brighton,10,2292.63,19.0
West Brighton,11,2335.26,19.0
West Brighton,12,2248.42,19.0
West Farms,1,4462.5,4.0
West Farms,2,4267.5,4.0
West Farms,3,4507.5,4.0
West Farms,4,3440.0,3.0
West Farms,5,3440.0,3.0
West Farms,6,3620.0,3.0
West Farms,7,4245.0,2.0
West Farms,8,4935.0,4.0
West Farms,9,5380.0,3.0
West Farms,10,4410.0,4.0
West Farms,11,4410.0,4.0
West Farms,12,4305.0,4.0
West Village,1,9637.89,209.0
West Village,2,9914.02,214.0
West Village,3,10622.1,200.0
West Village,4,9628.03,198.0
West Village,5,10550.87,184.0
West Village,6,13790.82,196.0
West Village,7,12439.45,219.0
West Village,8,11878.86,210.0
West Village,9,12352.05,200.0
West Village,10,11615.2,202.0
West Village,11,12477.97,207.0
West Village,12,10402.0,210.0
Westchester Square,1,3201.43,7.0
Westchester Square,2,3201.43,7.0
Westchester Square,3,3412.5,8.0
Westchester Square,4,3090.0,6.0
Westchester Square,5,3008.57,7.0
Westchester Square,6,3635.0,6.0
Westchester Square,7,4350.0,7.0
Westchester Square,8,3636.0,5.0
Westchester Square,9,2922.0,5.0
Westchester Square,10,4068.75,8.0
Westchester Square,11,3806.25,8.0
Westchester Square,12,3205.71,7.0
Westerleigh,1,4500.0,3.0
Westerleigh,2,4500.0,3.0
Westerleigh,3,4500.0,3.0
Westerleigh,4,3997.5,4.0
Westerleigh,5,3997.5,4.0
Westerleigh,6,3997.5,4.0
Westerleigh,7,3997.5,4.0
Westerleigh,8,3997.5,4.0
Westerleigh,9,3997.5,4.0
Westerleigh,10,3997.5,4.0
Westerleigh,11,4500.0,3.0
Westerleigh,12,4500.0,3.0
Whitestone,1,3378.75,8.0
Whitestone,2,2990.0,3.0
Whitestone,3,3333.33,9.0
Whitestone,4,6612.0,5.0
Whitestone,5,5280.0,8.0
Whitestone,6,3342.86,7.0
Whitestone,7,3416.25,8.0
Whitestone,8,2980.0,9.0
Whitestone,9,2844.0,5.0
Whitestone,10,3030.0,8.0
Whitestone,11,3183.33,9.0
Whitestone,12,3070.0,9.0
Williamsbridge,1,2780.32,31.0
Williamsbridge,2,2769.0,30.0
Williamsbridge,3,2651.25,32.0
Williamsbridge,4,2875.45,33.0
Williamsbridge,5,2960.0,36.0
Williamsbridge,6,2787.57,37.0
Williamsbridge,7,2928.62,29.0
Williamsbridge,8,2931.43,35.0
Williamsbridge,9,2945.14,35.0
Williamsbridge,10,2921.82,33.0
Williamsbridge,11,2824.29,35.0
Williamsbridge,12,2845.0,30.0
Williamsburg,1,5575.51,729.0
Williamsburg,2,5592.29,747.0
Williamsburg,3,5832.71,715.0
Williamsburg,4,5934.83,847.0
Williamsburg,5,6110.98,835.0
Williamsburg,6,6014.45,766.0
Williamsburg,7,6227.1,786.0
Williamsburg,8,6077.92,782.0
Williamsburg,9,5823.73,748.0
Williamsburg,10,5974.06,753.0
Williamsburg,11,6031.38,737.0
Williamsburg,12,5765.53,667.0
Willowbrook,1,3600.0,1.0
Willowbrook,2,3600.0,1.0
Willowbrook,3,,
Willowbrook,4,4200.0,1.0
Willowbrook,5,4200.0,1.0
Willowbrook,6,4200.0,1.0
Willowbrook,7,4200.0,1.0
Willowbrook,8,4200.0,1.0
Willowbrook,9,4200.0,1.0
Willowbrook,10,3600.0,1.0
Willowbrook,11,3600.0,1.0
Willowbrook,12,3600.0,1.0
Windsor Terrace,1,4779.38,48.0
Windsor Terrace,2,4704.67,45.0
Windsor Terrace,3,4768.04,46.0
Windsor Terrace,4,5020.0,45.0
Windsor Terrace,5,5356.6,47.0
Windsor Terrace,6,5267.5,48.0
Windsor Terrace,7,4976.59,44.0
Windsor Terrace,8,4911.95,41.0
Windsor Terrace,9,4886.15,39.0
Windsor Terrace,10,4951.54,39.0
Windsor Terrace,11,4794.0,40.0
Windsor Terrace,12,4507.86,42.0
Woodhaven,1,2511.05,57.0
Woodhaven,2,2457.32,56.0
Woodhaven,3,2485.34,58.0
Woodhaven,4,2697.0,60.0
Woodhaven,5,2736.0,60.0
Woodhaven,6,2767.92,53.0
Woodhaven,7,2772.22,54.0
Woodhaven,8,2675.5,60.0
Woodhaven,9,2453.0,60.0
Woodhaven,10,2569.82,56.0
Woodhaven,11,2424.29,63.0
Woodhaven,12,2506.84,57.0
Woodlawn,1,4220.0,6.0
Woodlawn,2,3966.0,5.0
Woodlawn,3,4492.5,4.0
Woodlawn,4,4327.5,8.0
Woodlawn,5,4391.25,8.0
Woodlawn,6,3338.57,7.0
Woodlawn,7,3115.0,6.0
Woodlawn,8,3325.71,7.0
Woodlawn,9,3385.71,7.0
Woodlawn,10,3993.75,8.0
Woodlawn,11,3857.14,7.0
Woodlawn,12,4495.71,7.0
Woodrow,1,1950.0,2.0
Woodrow,2,1950.0,2.0
Woodrow,3,1755.0,2.0
Woodrow,4,1950.0,2.0
Woodrow,5,1950.0,2.0
Woodrow,6,1950.0,2.0
Woodrow,7,1950.0,2.0
Woodrow,8,1950.0,2.0
Woodrow,9,1950.0,2.0
Woodrow,10,1950.0,2.0
Woodrow,11,1950.0,2.0
Woodrow,12,1950.0,2.0
Woodside,1,2928.77,195.0
Woodside,2,2959.02,194.0
Woodside,3,2344.83,118.0
Woodside,4,2514.38,203.0
Woodside,5,2949.43,175.0
Woodside,6,2864.93,207.0
Woodside,7,2864.26,204.0
Woodside,8,2786.33,196.0
Woodside,9,2953.47,176.0
Woodside,10,3152.35,166.0
Woodside,11,2988.94,179.0
Woodside,12,2841.52,191.0
